 9.8636601314415e-01 ,  1.6456636386005e-01 ,  5.0928175512825e-03
-6.1615261893734e-01 , -7.8762678355719e-01 ,  4.9541793485331e-03
-7.7702482442527e-02 ,  9.9697659161199e-01 ,  4.8147409931357e-03
 7.3074340354235e-01 , -6.8265223809736e-01 ,  4.6945510048211e-03
-9.9995240482383e-01 ,  9.7564382349474e-03 ,  4.6095228026214e-03
 7.4392416221097e-01 ,  6.6826405026659e-01 ,  4.4738300424066e-03
-9.7140644905809e-02 , -9.9527066424530e-01 ,  4.3559462023083e-03
-6.0066718551088e-01 ,  7.9949917589103e-01 ,  4.2400369705467e-03
 9.8296722226309e-01 , -1.8378095645736e-01 ,  4.1564014148248e-03
-8.4895169022491e-01 , -5.2847046054086e-01 ,  4.0571489795861e-03
 2.6901388846461e-01 ,  9.6313629763038e-01 ,  3.9281184238148e-03
 4.5222675197572e-01 , -8.9190300189958e-01 ,  3.8468573512460e-03
-9.3592975394721e-01 ,  3.5218673410041e-01 ,  4.4787271793637e-03
 9.2802419328068e-01 ,  3.7251992790419e-01 ,  4.5424060611689e-03
-4.3266256251067e-01 , -9.0155593670149e-01 ,  4.3805122185795e-03
-2.8996037667090e-01 ,  9.5703865123665e-01 ,  4.2042279007534e-03
 8.6027807777646e-01 , -5.0982509637839e-01 ,  4.0298219767171e-03
-9.7872418541996e-01 , -2.0518033257121e-01 ,  3.8420290702084e-03
 5.8308343132606e-01 ,  8.1241227964195e-01 ,  3.7371917662199e-03
 1.1882903425401e-01 , -9.9291472978210e-01 ,  3.5486256612153e-03
-7.5832509466809e-01 ,  6.5187656101184e-01 ,  3.3812191538005e-03
 9.9950161429412e-01 ,  3.1567752904572e-02 ,  3.5863369674141e-03
-7.1567767327087e-01 , -6.9843071809707e-01 ,  3.4883085806800e-03
 5.5935271716814e-02 ,  9.9843439713281e-01 ,  3.3290706568669e-03
 6.3318781616920e-01 , -7.7399818440024e-01 ,  3.2324263795888e-03
-9.8972125095995e-01 ,  1.4300994859896e-01 ,  3.0782276849735e-03
 8.2639148069194e-01 ,  5.6309601369551e-01 ,  2.9651795134916e-03
-2.2898946698267e-01 , -9.7342890033684e-01 ,  2.8171354254643e-03
-4.8869206797040e-01 ,  8.7245633856533e-01 ,  2.7316331183000e-03
 9.4968211075292e-01 , -3.1321540274368e-01 ,  2.5713436157962e-03
-9.1183999710352e-01 , -4.1054575832940e-01 ,  2.5165334769509e-03
 3.9504276054924e-01 ,  9.1866273318211e-01 ,  2.4053146997144e-03
 3.2925552282508e-01 , -9.4424085946817e-01 ,  2.2808737924059e-03
 1.1752921202335e-02 ,  1.3391847519980e-01 ,  1.5020929477792e-02
 1.0559610587889e-01 , -1.3773142107350e-01 ,  1.5346139077256e-02
-2.0221103936375e-01 ,  3.5768285648413e-02 ,  1.4088385722590e-02
 1.9646433469084e-01 ,  1.2497452806218e-01 ,  1.5504340979213e-02
-6.6827342104520e-02 , -2.4859438165053e-01 ,  1.4641318733220e-02
-1.2898255020186e-01 ,  2.4834805164420e-01 ,  1.4495958843520e-02
 2.8236167810909e-01 , -1.0311803197575e-01 ,  1.4698763281271e-02
-2.9580449850334e-01 , -1.2210379690822e-01 ,  1.4922870345701e-02
 1.4339395399121e-01 ,  3.0642455072018e-01 ,  1.4646743610592e-02
 1.0644834320096e-01 , -3.3937409200786e-01 ,  1.4353820679794e-02
-3.2205645750378e-01 ,  1.8663830005544e-01 ,  1.4156713822067e-02
 3.7902370757307e-01 ,  8.3327298864871e-02 ,  1.4251350123109e-02
-2.3194949371162e-01 , -3.2992428643033e-01 ,  1.4274609780477e-02
-5.3713593688200e-02 ,  4.1450409531610e-01 ,  1.4394979325307e-02
 3.3043719372803e-01 , -2.7849281669902e-01 ,  1.4488319470540e-02
-4.4548378757611e-01 , -1.8422153232748e-02 ,  1.4461428962153e-02
 3.2547805295285e-01 ,  3.2389413477246e-01 ,  1.4288496594093e-02
-2.1807625239908e-02 , -4.7161000174557e-01 ,  1.4210467404439e-02
-3.1055546939843e-01 ,  3.7214924353392e-01 ,  1.3917945334140e-02
 4.9254051154442e-01 , -6.6270629201675e-02 ,  1.3836936485890e-02
-4.1778072304347e-01 , -2.9068094542227e-01 ,  1.3849724010873e-02
 1.1427464314869e-01 ,  5.0796224592251e-01 ,  1.3607065647359e-02
 2.6455093406084e-01 , -4.6167665460582e-01 ,  1.3549194832983e-02
-5.1760309990049e-01 ,  1.6512950634267e-01 ,  1.3483974455467e-02
 5.0317259639678e-01 ,  2.3247850201250e-01 ,  1.3450074009089e-02
-2.1814231340787e-01 , -5.2123990593085e-01 ,  1.3211613878696e-02
-1.9481605475348e-01 ,  5.4163826121786e-01 ,  1.3225129730758e-02
 5.1870401166535e-01 , -2.7261629125601e-01 ,  1.3186272279274e-02
-5.7648095543273e-01 , -1.5195852977165e-01 ,  1.3325257167901e-02
 3.2785201823757e-01 ,  5.0988521615715e-01 ,  1.3283930939603e-02
 1.0434425565265e-01 , -6.0714936267895e-01 ,  1.3373639640684e-02
-4.9473447490314e-01 ,  3.8315018517881e-01 ,  1.3396587371693e-02
 6.3313744220736e-01 ,  5.2454142891216e-02 ,  1.3173386723393e-02
-4.3781538962899e-01 , -4.7326560746206e-01 ,  1.3294822115067e-02
 3.1903740328301e-03 ,  6.5398827580242e-01 ,  1.3156717649888e-02
 4.4555614672583e-01 , -4.9116062164979e-01 ,  1.3148208613392e-02
-6.6929773857427e-01 ,  6.2030363976239e-02 ,  1.3071182845426e-02
 5.4251219910712e-01 ,  4.1174741712208e-01 ,  1.2989155281330e-02
-1.2347319886462e-01 , -6.7871789693507e-01 ,  1.2991567235827e-02
-3.7204390058939e-01 ,  5.9121497212363e-01 ,  1.2956460440694e-02
 6.8196005707381e-01 , -1.8689697845574e-01 ,  1.2969324715844e-02
-6.3663765597723e-01 , -3.2671193391565e-01 ,  1.2751215862385e-02
 2.5165546324360e-01 ,  6.7879740229454e-01 ,  1.2675913789539e-02
 2.7607777343462e-01 , -6.7817817815721e-01 ,  1.2646238148617e-02
-6.6906716951550e-01 ,  3.1708341766931e-01 ,  1.2288388662127e-02
 7.1526894365692e-01 ,  2.2052506001661e-01 ,  1.4471983342370e-02
-3.8250227790019e-01 , -6.5267232515840e-01 ,  1.4136303984809e-02
-1.6049171694423e-01 ,  7.4738193595369e-01 ,  1.3954725369001e-02
 6.2958270928479e-01 , -4.4722606625543e-01 ,  1.3548927655807e-02
-7.7403358137679e-01 , -9.6466314539229e-02 ,  1.3211585844540e-02
 5.1056747955720e-01 ,  5.9983562459182e-01 ,  1.2815646329090e-02
 2.8983937614812e-02 , -7.9478931286365e-01 ,  1.2473116543672e-02
-5.6353585403934e-01 ,  5.7184408230318e-01 ,  1.2142248175701e-02
 8.0926777619379e-01 , -4.1378405460590e-02 ,  1.2968773546239e-02
-6.3038453826805e-01 , -5.2085509761138e-01 ,  1.2398815581743e-02
 1.1400679038769e-01 ,  8.1714462814838e-01 ,  1.2063808932253e-02
 4.7203082511885e-01 , -6.8553481638423e-01 ,  1.1531306664657e-02
-8.1815588197422e-01 ,  1.8825575661693e-01 ,  1.1196755234070e-02
 7.3666430881305e-01 ,  4.1736454808778e-01 ,  1.0701250474077e-02
-2.6345401165441e-01 , -8.1210076123213e-01 ,  1.0281674533919e-02
-3.5721951966919e-01 ,  7.8317180119626e-01 ,  9.8154499415621e-03
 7.9884402870441e-01 , -3.3891040998482e-01 ,  9.4705209412786e-03
-8.2449123729747e-01 , -2.9201787716429e-01 ,  9.0218098913603e-03
 4.1392015433373e-01 ,  7.7831776259525e-01 ,  8.6788241341640e-03
 2.2223724717679e-01 , -8.6009722268666e-01 ,  8.2949206391987e-03
-7.5052255782265e-01 ,  4.8777116507278e-01 ,  9.3978989412666e-03
-5.7230924235998e-02 , -5.2428214700061e-02 ,  1.3996793213349e-02
